character_class,slot,focus_effect,item,item_url,ac,hp,mana,era,flags
Enchanter,Ear,Reagent Conservation I,Batskull Earring,https://eqlwiki.com/Batskull_Earring,,,,Classic Era,MAGIC ITEM
Enchanter,Face,Burning Affliction I,Burrowing Goggles,https://eqlwiki.com/Burrowing_Goggles,5,10,,,
Enchanter,Face,Improved Damage II,Polished Mithril Mask,https://eqlwiki.com/Polished_Mithril_Mask,5,,,,MAGIC ITEM|LORE ITEM|NO DROP
Enchanter,Face,Reanimation Efficiency I,Lizardskin Tribal Mask,https://eqlwiki.com/Lizardskin_Tribal_Mask,3,,,,MAGIC ITEM
Enchanter,Face,Reanimation Haste I,Carved Ivory Mask,https://eqlwiki.com/Carved_Ivory_Mask,2,10,,,MAGIC ITEM
Enchanter,Face,Summoning Haste II,Incandescent Mask,https://eqlwiki.com/Incandescent_Mask,3,,,Temple Era,MAGIC ITEM|LORE ITEM
Enchanter,Feet,Burning Affliction II,Kobold-Hide Boots,https://eqlwiki.com/Kobold-Hide_Boots,5,10,,Classic Era,MAGIC ITEM
Enchanter,Feet,Enhancement Haste II,Golden Efreeti Boots,https://eqlwiki.com/Golden_Efreeti_Boots,5,,,Classic Era,MAGIC ITEM
Enchanter,Feet,Extended Enhancement I,Bear-hide Boots,https://eqlwiki.com/Bear-hide_Boots,5,,,,
Enchanter,Feet,Spell Haste I,Wolf Fur Slippers,https://eqlwiki.com/Wolf_Fur_Slippers,2,,20,Classic Era,MAGIC ITEM
Enchanter,Fingers,Affliction Haste I,Ring of Goblin Lords,https://eqlwiki.com/Ring_of_Goblin_Lords,4,,,,LORE ITEM
Enchanter,Fingers,Extended Enhancement II,Clawed Knuckle-Ring,https://eqlwiki.com/Clawed_Knuckle-Ring,,20,,,MAGIC ITEM
Enchanter,Fingers,Extended Range II,Moonstone Ring,https://eqlwiki.com/Moonstone_Ring,,,30,,MAGIC ITEM
Enchanter,Fingers,Naki's Charm of Pernicity,Summoned: Naki's Twisted Ring,https://eqlwiki.com/Summoned:_Naki's_Twisted_Ring,4,10,10,Classic Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Enchanter,Fingers,Naki's Greater Pernicity,Summoned: Naki's Studded Ring,https://eqlwiki.com/Summoned:_Naki's_Studded_Ring,6,20,20,Kunark Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Enchanter,Fingers,Naki's Lesser Pernicity,Summoned: Naki's Tiny Ring,https://eqlwiki.com/Summoned:_Naki's_Tiny_Ring,2,5,5,Classic Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Enchanter,Fingers,Naki's Superior Pernicity,Summoned: Naki's Spiked Ring,https://eqlwiki.com/Summoned:_Naki's_Spiked_Ring,6,20,20,Velious Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Enchanter,Fingers,Reanimation Efficiency II,Platinum Skull Ring,https://eqlwiki.com/Platinum_Skull_Ring,,30,20,,MAGIC ITEM
Enchanter,Fingers,Spell Haste II,Djarns Amethyst Ring,https://eqlwiki.com/Djarns_Amethyst_Ring,,80,,,MAGIC ITEM|LORE ITEM
Enchanter,Fingers,Summoning Efficiency I,Band of Flesh,https://eqlwiki.com/Band_of_Flesh,,,,,MAGIC ITEM
Enchanter,Fingers,Summoning Haste I,Adamantite Band,https://eqlwiki.com/Adamantite_Band,,75,,Classic Era,MAGIC ITEM
Enchanter,Hands,Affliction Efficiency I,Impskin Gloves,https://eqlwiki.com/Impskin_Gloves,2,,10,,MAGIC ITEM
Enchanter,Hands,Improved Damage I,Lupine Claw Gauntlets,https://eqlwiki.com/Lupine_Claw_Gauntlets,4,,,,MAGIC ITEM
Enchanter,Hands,Summoning Efficiency I,Dusty Bloodstained Gloves,https://eqlwiki.com/Dusty_Bloodstained_Gloves,2,,25,,MAGIC ITEM
Enchanter,Head,Burning Affliction II,Siryn Hair Hood,https://eqlwiki.com/Siryn_Hair_Hood,5,,,,MAGIC ITEM
Enchanter,Head,Burning Affliction III,Cryosilk Cap,https://eqlwiki.com/Cryosilk_Cap,5,10,10,Classic Era,MAGIC ITEM|NO DROP
Enchanter,Head,Enhancement Haste I,Cat Skull Cap,https://eqlwiki.com/Cat_Skull_Cap,4,,,Classic Era,MAGIC ITEM|LORE ITEM|NO DROP
Enchanter,Head,Enhancement Haste II,Platinum Tiara,https://eqlwiki.com/Platinum_Tiara,3,35,50,,MAGIC ITEM|LORE ITEM
Enchanter,Head,Extended Enhancement I,Shazda Turban,https://eqlwiki.com/Shazda_Turban,,,,,MAGIC ITEM|LORE ITEM
Enchanter,Head,Extended Enhancement II,Batfang Headband,https://eqlwiki.com/Batfang_Headband,2,,,Classic Era,MAGIC ITEM
Enchanter,Head,Improved Healing I,Turtleshell Helm,https://eqlwiki.com/Turtleshell_Helm,5,,,,MAGIC ITEM
Enchanter,Head,Mana Preservation II,Mane Attraction,https://eqlwiki.com/Mane_Attraction,4,,,,LORE ITEM|NO DROP
Enchanter,Head,Reagent Conservation II,Crown of Leaves,https://eqlwiki.com/Crown_of_Leaves,1,,,,
Enchanter,Head,Reagent Conservation II,Fine Silk Turban,https://eqlwiki.com/Fine_Silk_Turban,10,,,,MAGIC ITEM
Enchanter,Head,Reagent Conservation II,Savant's Cap,https://eqlwiki.com/Savant's_Cap,2,,,,MAGIC ITEM
Enchanter,Head,Reanimation Efficiency II,Runed Cowl,https://eqlwiki.com/Runed_Cowl,2,,,Classic Era,MAGIC ITEM
Enchanter,Head,Reanimation Haste I,Nightshade Wreath,https://eqlwiki.com/Nightshade_Wreath,1,,,,MAGIC ITEM
Enchanter,Legs,Reagent Conservation I,Drake-hide Leggings,https://eqlwiki.com/Drake-hide_Leggings,5,,,,MAGIC ITEM
Enchanter,Legs,Reanimation Haste II,Ishva Mas Leggings,https://eqlwiki.com/Ishva_Mas_Leggings,5,,,Classic Era,ATTUNABLE|EQUIPPED|LORE
Enchanter,Neck,Affliction Efficiency II,White Gold Necklace,https://eqlwiki.com/White_Gold_Necklace,,,,,MAGIC ITEM
Enchanter,Neck,Affliction Haste II,Chrysoberyl Talisman,https://eqlwiki.com/Chrysoberyl_Talisman,5,,20,,MAGIC ITEM|LORE ITEM
Enchanter,Neck,Burning Affliction I,Allize Volew Medicine Bag,https://eqlwiki.com/Allize_Volew_Medicine_Bag,,,,,MAGIC ITEM|LORE ITEM
Enchanter,Neck,Burning Affliction I,Aviak Charm,https://eqlwiki.com/Aviak_Charm,,,,,MAGIC ITEM|LORE ITEM|NO DROP
Enchanter,Neck,Enhancement Haste I,Cape of Midnight Mist,https://eqlwiki.com/Cape_of_Midnight_Mist,2,,,Classic Era,MAGIC ITEM
Enchanter,Neck,Extended Range I,An Elven Charm Necklace,https://eqlwiki.com/An_Elven_Charm_Necklace,,,,Classic Era,LORE ITEM
Enchanter,Neck,Extended Range I,Elven Charm Necklace,https://eqlwiki.com/Elven_Charm_Necklace,,,,Classic Era,
Enchanter,Neck,Extended Range I,Glowing Bone Collar,https://eqlwiki.com/Glowing_Bone_Collar,5,25,25,Classic Era,MAGIC ITEM|LORE ITEM
Enchanter,Neck,Jedah's Conservation,Summoned: Jedah's Silver Choker,https://eqlwiki.com/Summoned:_Jedah's_Silver_Choker,5,10,10,,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Enchanter,Neck,Jedah's Greater Conservation,Summoned: Jedah's Golden Choker,https://eqlwiki.com/Summoned:_Jedah's_Golden_Choker,8,20,20,,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Enchanter,Neck,Jedah's Lesser Conservation,Summoned: Jedah's Brass Choker,https://eqlwiki.com/Summoned:_Jedah's_Brass_Choker,2,5,5,,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Enchanter,Neck,Jedah's Superior Conservation,Summoned: Jedah's Platinum Choker,https://eqlwiki.com/Summoned:_Jedah's_Platinum_Choker,8,20,20,Velious Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Enchanter,Neck,Mana Preservation II,Black Alloy Medallion,https://eqlwiki.com/Black_Alloy_Medallion,6,,,Classic Era,MAGIC ITEM
Enchanter,Neck,Spell Haste I,Beaded Slime Necklace,https://eqlwiki.com/Beaded_Slime_Necklace,,,,,
Enchanter,Primary,Brass Resonance 14,McVaxius` Horn of War,https://eqlwiki.com/McVaxius`_Horn_of_War,,,,,MAGIC ITEM|LORE ITEM
Enchanter,Primary,Burning Affliction II,Black Tome with Silver Runes,https://eqlwiki.com/Black_Tome_with_Silver_Runes,,,30,Classic Era,MAGIC ITEM
Enchanter,Primary,Improved Healing III,Idol of the Underking,https://eqlwiki.com/Idol_of_the_Underking,,20,20,Classic Era,MAGIC ITEM|LORE ITEM
Enchanter,Primary,Percussion Resonance 11,Mistmoore Battle Drums,https://eqlwiki.com/Mistmoore_Battle_Drums,,,,,ATTUNEABLE|PLACEABLE
Enchanter,Primary,Percussion Resonance 14,Selo`s Drums of the March,https://eqlwiki.com/Selo`s_Drums_of_the_March,,,,,MAGIC ITEM
Enchanter,Primary,Reagent Conservation I,The Artist's Brush,https://eqlwiki.com/The_Artist's_Brush,,,10,,
Enchanter,Primary,String Resonance 11,Gypsy Lute,https://eqlwiki.com/Gypsy_Lute,,,,,
Enchanter,Primary,String Resonance 11,Lute of the Gypsy Princess,https://eqlwiki.com/Lute_of_the_Gypsy_Princess,,,,,ATTUNABLE|PLACEABLE
Enchanter,Primary,Wind Resonance 10,Minotaur Horn,https://eqlwiki.com/Minotaur_Horn,,,,Classic Era,
Enchanter,Range,Improved Healing III,Idol of the Underking,https://eqlwiki.com/Idol_of_the_Underking,,20,20,Classic Era,MAGIC ITEM|LORE ITEM
Enchanter,Range,Reagent Conservation I,The Artist's Brush,https://eqlwiki.com/The_Artist's_Brush,,,10,,
Enchanter,Secondary,Brass Resonance 14,McVaxius` Horn of War,https://eqlwiki.com/McVaxius`_Horn_of_War,,,,,MAGIC ITEM|LORE ITEM
Enchanter,Secondary,Brass Resonance 8,Alluring Horn,https://eqlwiki.com/Alluring_Horn,,,,EpicQuests Era,MAGIC ITEM|LORE ITEM|NO DROP
Enchanter,Secondary,Extended Enhancement III,Rokyls Channelling Crystal,https://eqlwiki.com/Rokyls_Channelling_Crystal,10,50,50,,MAGIC ITEM|LORE ITEM
Enchanter,Secondary,Improved Healing III,Idol of the Underking,https://eqlwiki.com/Idol_of_the_Underking,,20,20,Classic Era,MAGIC ITEM|LORE ITEM
Enchanter,Secondary,Mana Preservation I,Testament of Vanear,https://eqlwiki.com/Testament_of_Vanear,,,10,,MAGIC ITEM|LORE ITEM|NO DROP
Enchanter,Secondary,Percussion Resonance 11,Mistmoore Battle Drums,https://eqlwiki.com/Mistmoore_Battle_Drums,,,,,ATTUNEABLE|PLACEABLE
Enchanter,Secondary,Percussion Resonance 14,Selo`s Drums of the March,https://eqlwiki.com/Selo`s_Drums_of_the_March,,,,,MAGIC ITEM
Enchanter,Secondary,Reagent Conservation I,The Artist's Brush,https://eqlwiki.com/The_Artist's_Brush,,,10,,
Enchanter,Secondary,String Resonance 10,Mandolin,https://eqlwiki.com/Mandolin,,,,Classic Era,
Enchanter,Secondary,String Resonance 11,Gypsy Lute,https://eqlwiki.com/Gypsy_Lute,,,,,
Enchanter,Secondary,String Resonance 11,Lute of the Gypsy Princess,https://eqlwiki.com/Lute_of_the_Gypsy_Princess,,,,,ATTUNABLE|PLACEABLE
Enchanter,Secondary,Summoning Haste I,A Shimmering Orb,https://eqlwiki.com/A_Shimmering_Orb,15,20,,Classic Era,MAGIC ITEM|LORE ITEM
Enchanter,Secondary,Wind Resonance 10,Minotaur Horn,https://eqlwiki.com/Minotaur_Horn,,,,Classic Era,
Enchanter,Shoulders,Affliction Efficiency II,Squallsurge Shawl,https://eqlwiki.com/Squallsurge_Shawl,5,,50,,MAGIC ITEM
Enchanter,Shoulders,Enhancement Haste I,Braided Ivy Cords,https://eqlwiki.com/Braided_Ivy_Cords,4,,,Classic Era,MAGIC ITEM
Enchanter,Shoulders,Spell Haste I,Gilded Cloth,https://eqlwiki.com/Gilded_Cloth,3,,,,MAGIC ITEM
Enchanter,Shoulders,Tavee's Charm of Diuturnity,Summoned: Tavee's Leather Mantle,https://eqlwiki.com/Summoned:_Tavee's_Leather_Mantle,6,10,10,Classic Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Enchanter,Shoulders,Tavee's Greater Diuturnity,Summoned: Tavee's Silken Mantle,https://eqlwiki.com/Summoned:_Tavee's_Silken_Mantle,9,20,20,Kunark Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Enchanter,Shoulders,Tavee's Lesser Diuturnity,Summoned: Tavee's Linen Mantle,https://eqlwiki.com/Summoned:_Tavee's_Linen_Mantle,3,5,5,Classic Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Enchanter,Shoulders,Tavee's Superior Diuturnity,Summoned: Tavee's Runed Mantle,https://eqlwiki.com/Summoned:_Tavee's_Runed_Mantle,9,20,20,Velious Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Enchanter,Waist,Burning Affliction II,Reed Belt,https://eqlwiki.com/Reed_Belt,6,10,,Classic Era,MAGIC ITEM
Enchanter,Waist,Burning Affliction III,Bone-Clasped Girdle,https://eqlwiki.com/Bone-Clasped_Girdle,4,75,75,Classic Era,MAGIC ITEM
Enchanter,Waist,Extended Enhancement II,Drakescale Belt,https://eqlwiki.com/Drakescale_Belt,5,,,Classic Era,
Enchanter,Waist,Extended Range III,Cryosilk Sash,https://eqlwiki.com/Cryosilk_Sash,4,,10,Fear Era,MAGIC ITEM|NO DROP
Enchanter,Waist,Reanimation Haste III,Grotesque Girdle,https://eqlwiki.com/Grotesque_Girdle,8,100,100,FearHateRevamp Era,MAGIC ITEM|LORE ITEM|NO DROP
Enchanter,Waist,Summoning Haste III,Brell's Girdle,https://eqlwiki.com/Brell's_Girdle,10,,50,Classic Era,MAGIC ITEM|LORE ITEM
Enchanter,Wrist,Affliction Efficiency I,Polished Bone Bracelet,https://eqlwiki.com/Polished_Bone_Bracelet,2,,,Classic Era,MAGIC ITEM
Enchanter,Wrist,Affliction Efficiency II,Chipped Bone Bracelet,https://eqlwiki.com/Chipped_Bone_Bracelet,4,,,Classic Era,MAGIC ITEM
Enchanter,Wrist,Affliction Haste I,Granite Bracer,https://eqlwiki.com/Granite_Bracer,5,,,,MAGIC ITEM
Enchanter,Wrist,Burning Affliction I,Summoned: Rallican's Wooden Bracelet,https://eqlwiki.com/Summoned:_Rallican's_Wooden_Bracelet,4,5,5,Classic Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Enchanter,Wrist,Burning Affliction II,Serpentine Bracer,https://eqlwiki.com/Serpentine_Bracer,1,,,Classic Era,MAGIC ITEM
Enchanter,Wrist,Burning Affliction II,Summoned: Rallican's Stone Bracelet,https://eqlwiki.com/Summoned:_Rallican's_Stone_Bracelet,6,10,10,Classic Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Enchanter,Wrist,Burning Affliction III,Summoned: Rallican's Iron Bracelet,https://eqlwiki.com/Summoned:_Rallican's_Iron_Bracelet,8,20,20,Kunark Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Enchanter,Wrist,Burning Affliction IV,Summoned: Rallican's Steel Bracelet,https://eqlwiki.com/Summoned:_Rallican's_Steel_Bracelet,8,20,20,Velious Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Enchanter,Wrist,Gallenite's Chaos,Summoned: Gallenite's Sapphire Bracelet,https://eqlwiki.com/Summoned:_Gallenite's_Sapphire_Bracelet,8,20,20,Velious Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Enchanter,Wrist,Gallenite's Destruction,Summoned: Gallenite's Opal Bracelet,https://eqlwiki.com/Summoned:_Gallenite's_Opal_Bracelet,6,10,10,Classic Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Enchanter,Wrist,Gallenite's Major Destruction,Summoned: Gallenite's Ruby Bracelet,https://eqlwiki.com/Summoned:_Gallenite's_Ruby_Bracelet,8,20,20,Kunark Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Enchanter,Wrist,Gallenite's Minor Destruction,Summoned: Gallenite's Jade Bracelet,https://eqlwiki.com/Summoned:_Gallenite's_Jade_Bracelet,4,5,5,Classic Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Enchanter,Wrist,Reagent Conservation I,Happy Love Bracers,https://eqlwiki.com/Happy_Love_Bracers,1,,,,LORE ITEM|NO DROP
Enchanter,Wrist,Reagent Conservation II,Amethyst Bracelet,https://eqlwiki.com/Amethyst_Bracelet,5,15,,,MAGIC ITEM
Enchanter,Wrist,Reagent Conservation III,Runed Mithril Bracer,https://eqlwiki.com/Runed_Mithril_Bracer,4,,,Classic Era,MAGIC ITEM
Enchanter,Wrist,Reanimation Haste I,Ivory Bracelet,https://eqlwiki.com/Ivory_Bracelet,,,20,Classic Era,MAGIC ITEM
Enchanter,Wrist,Spell Haste I,Bracelet of Woven Grass,https://eqlwiki.com/Bracelet_of_Woven_Grass,1,12,,,MAGIC ITEM
Magician,Arms,Burning Affliction I,Hollowed Bone Bracers,https://eqlwiki.com/Hollowed_Bone_Bracers,6,,15,Classic Era,MAGIC ITEM
Magician,Arms,Enhancement Haste I,Gatorscale Sleeves,https://eqlwiki.com/Gatorscale_Sleeves,6,15,,Classic Era,MAGIC ITEM
Magician,Arms,Extended Range I,Drake-hide Sleeves,https://eqlwiki.com/Drake-hide_Sleeves,4,10,,Classic Era,MAGIC ITEM
Magician,Arms,Improved Damage I,Azure Sleeves,https://eqlwiki.com/Azure_Sleeves,12,,,Classic Era,MAGIC ITEM
Magician,Arms,Mana Preservation I,Platinum Armband,https://eqlwiki.com/Platinum_Armband,,,,Classic Era,MAGIC ITEM
Magician,Arms,Summoning Efficiency II,Embroidered Black Sleeves,https://eqlwiki.com/Embroidered_Black_Sleeves,4,10,25,,MAGIC ITEM
Magician,Back,Improved Damage I,Mammoth Hide Cloak,https://eqlwiki.com/Mammoth_Hide_Cloak,7,,,,
Magician,Back,Improved Damage III,White Dragonscale Cloak,https://eqlwiki.com/White_Dragonscale_Cloak,10,,75,Classic Era,MAGIC ITEM
Magician,Chest,Affliction Haste II,Green Silken Drape,https://eqlwiki.com/Green_Silken_Drape,8,,,,MAGIC ITEM
Magician,Chest,Extended Enhancement I,Damask Robe,https://eqlwiki.com/Damask_Robe,6,,,,MAGIC ITEM
Magician,Chest,Extended Enhancement I,Lockjaw Hide Vest,https://eqlwiki.com/Lockjaw_Hide_Vest,12,,,Classic Era,MAGIC ITEM
Magician,Chest,Improved Damage I,Robe of the Oracle,https://eqlwiki.com/Robe_of_the_Oracle,9,,25,Classic Era,MAGIC ITEM|LORE ITEM
Magician,Chest,Minor Improved Damage I,Smoldering Robe,https://eqlwiki.com/Smoldering_Robe,4,,5,Classic Era,NO TRADE|EQUIPPED|LORE
Magician,Chest,Reagent Conservation III,Robe of the Kedge,https://eqlwiki.com/Robe_of_the_Kedge,8,,100,,MAGIC ITEM|NO DROP
Magician,Chest,Reanimation Efficiency I,Flowing Black Robe,https://eqlwiki.com/Flowing_Black_Robe,8,,,,MAGIC ITEM|LORE ITEM
Magician,Chest,Reanimation Efficiency I,Ill-Fitting Robes,https://eqlwiki.com/Ill-Fitting_Robes,,,,,
Magician,Chest,Reanimation Efficiency III,Robe of the Ishva,https://eqlwiki.com/Robe_of_the_Ishva,8,,50,,MAGIC ITEM|LORE ITEM
Magician,Chest,Spell Haste II,Mithril-Runed Tunic,https://eqlwiki.com/Mithril-Runed_Tunic,10,,,,MAGIC ITEM
Magician,Chest,Spell Haste II,Shining Metallic Robes,https://eqlwiki.com/Shining_Metallic_Robes,10,,,,MAGIC ITEM
Magician,Chest,Spell Haste II,Shiny Robe of the Underfoot,https://eqlwiki.com/Shiny_Robe_of_the_Underfoot,12,,30,Classic Era,MAGIC ITEM|LORE ITEM
Magician,Chest,Summoning Efficiency I,Gossamer Robe,https://eqlwiki.com/Gossamer_Robe,8,,,,MAGIC ITEM
Magician,Chest,Summoning Haste II,Robe of the Elements,https://eqlwiki.com/Robe_of_the_Elements,9,,,Temple Era,MAGIC ITEM|LORE ITEM
Magician,Ear,Affliction Efficiency I,Diamondine Earring,https://eqlwiki.com/Diamondine_Earring,2,12,,Classic Era,MAGIC ITEM
Magician,Ear,Burning Affliction I,Golden Ear Stud,https://eqlwiki.com/Golden_Ear_Stud,,,,,
Magician,Ear,Jolum's Abatement,Summoned: Jolum's Shiny Bauble,https://eqlwiki.com/Summoned:_Jolum's_Shiny_Bauble,4,10,10,Classic Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Magician,Ear,Jolum's Major Abatement,Summoned: Jolum's Brilliant Bauble,https://eqlwiki.com/Summoned:_Jolum's_Brilliant_Bauble,6,20,20,Classic Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Magician,Ear,Jolum's Minor Abatement,Summoned: Jolum's Tarnished Bauble,https://eqlwiki.com/Summoned:_Jolum's_Tarnished_Bauble,2,5,5,Classic Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Magician,Ear,Jolum's Superior Abatement,Summoned: Jolum's Glowing Bauble,https://eqlwiki.com/Summoned:_Jolum's_Glowing_Bauble,6,20,20,Velious Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Magician,Ear,Mana Preservation I,Polished Bone Hoop,https://eqlwiki.com/Polished_Bone_Hoop,,,10,,
Magician,Ear,Reagent Conservation I,Batskull Earring,https://eqlwiki.com/Batskull_Earring,,,,Classic Era,MAGIC ITEM
Magician,Face,Burning Affliction I,Burrowing Goggles,https://eqlwiki.com/Burrowing_Goggles,5,10,,,
Magician,Face,Improved Damage II,Polished Mithril Mask,https://eqlwiki.com/Polished_Mithril_Mask,5,,,,MAGIC ITEM|LORE ITEM|NO DROP
Magician,Face,Reanimation Efficiency I,Lizardskin Tribal Mask,https://eqlwiki.com/Lizardskin_Tribal_Mask,3,,,,MAGIC ITEM
Magician,Face,Reanimation Haste I,Carved Ivory Mask,https://eqlwiki.com/Carved_Ivory_Mask,2,10,,,MAGIC ITEM
Magician,Feet,Burning Affliction II,Kobold-Hide Boots,https://eqlwiki.com/Kobold-Hide_Boots,5,10,,Classic Era,MAGIC ITEM
Magician,Feet,Enhancement Haste II,Golden Efreeti Boots,https://eqlwiki.com/Golden_Efreeti_Boots,5,,,Classic Era,MAGIC ITEM
Magician,Feet,Extended Enhancement I,Bear-hide Boots,https://eqlwiki.com/Bear-hide_Boots,5,,,,
Magician,Feet,Spell Haste I,Wolf Fur Slippers,https://eqlwiki.com/Wolf_Fur_Slippers,2,,20,Classic Era,MAGIC ITEM
Magician,Fingers,Affliction Haste I,Ring of Goblin Lords,https://eqlwiki.com/Ring_of_Goblin_Lords,4,,,,LORE ITEM
Magician,Fingers,Extended Enhancement II,Clawed Knuckle-Ring,https://eqlwiki.com/Clawed_Knuckle-Ring,,20,,,MAGIC ITEM
Magician,Fingers,Extended Range II,Moonstone Ring,https://eqlwiki.com/Moonstone_Ring,,,30,,MAGIC ITEM
Magician,Fingers,Naki's Charm of Pernicity,Summoned: Naki's Twisted Ring,https://eqlwiki.com/Summoned:_Naki's_Twisted_Ring,4,10,10,Classic Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Magician,Fingers,Naki's Greater Pernicity,Summoned: Naki's Studded Ring,https://eqlwiki.com/Summoned:_Naki's_Studded_Ring,6,20,20,Kunark Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Magician,Fingers,Naki's Lesser Pernicity,Summoned: Naki's Tiny Ring,https://eqlwiki.com/Summoned:_Naki's_Tiny_Ring,2,5,5,Classic Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Magician,Fingers,Naki's Superior Pernicity,Summoned: Naki's Spiked Ring,https://eqlwiki.com/Summoned:_Naki's_Spiked_Ring,6,20,20,Velious Era,MAGIC ITEM|TEMPORARY|EQUIPPED|LORE
Magician,Fingers,Reanimation Efficiency II,Platinum Skull Ring,https://eqlwiki.com/Platinum_Skull_Ring,,30,20,,MAGIC ITEM
Magician,Fingers,Spell Haste II,Djarns Amethyst Ring,https://eqlwiki.com/Djarns_Amethyst_Ring,,80,,,MAGIC ITEM|LORE ITEM
Magician,Fingers,Summoning Efficiency I,Band of Flesh,https://eqlwiki.com/Band_of_Flesh,,,,,MAGIC ITEM
Magician,Fingers,Summoning Haste I,Adamantite Band,https://eqlwiki.com/Adamantite_Band,,75,,Classic Era,MAGIC ITEM
Magician,Hands,Affliction Efficiency I,Impskin Gloves,https://eqlwiki.com/Impskin_Gloves,2,,10,,MAGIC ITEM
Magician,Hands,Improved Damage I,Lupine Claw Gauntlets,https://eqlwiki.com/Lupine_Claw_Gauntlets,4,,,,MAGIC ITEM
Magician,Hands,Summoning Efficiency I,Dusty Bloodstained Gloves,https://eqlwiki.com/Dusty_Bloodstained_Gloves,2,,25,,MAGIC ITEM
Magician,Head,Burning Affliction II,Siryn Hair Hood,https://eqlwiki.com/Siryn_Hair_Hood,5,,,,MAGIC ITEM
Magician,Head,Burning Affliction III,Cryosilk Cap,https://eqlwiki.com/Cryosilk_Cap,5,10,10,Classic Era,MAGIC ITEM|NO DROP
Magician,Head,Enhancement Haste I,Cat Skull Cap,https://eqlwiki.com/Cat_Skull_Cap,4,,,Classic Era,MAGIC ITEM|LORE ITEM|NO DROP
Magician,Head,Enhancement Haste II,Platinum Tiara,https://eqlwiki.com/Platinum_Tiara,3,35,50,,MAGIC ITEM|LORE ITEM
Magician,Head,Extended Enhancement I,Shazda Turban,https://eqlwiki.com/Shazda_Turban,,,,,MAGIC ITEM|LORE ITEM
Magician,Head,Extended Enhancement II,Batfang Headband,https://eqlwiki.com/Batfang_Headband,2,,,Classic Era,MAGIC ITEM
Magician,Head,Improved Healing I,Turtleshell Helm,https://eqlwiki.com/Turtleshell_Helm,5,,,,MAGIC ITEM
Magician,Head,Mana Preservation II,Mane Attraction,https://eqlwiki.com/Mane_Attraction,4,,,,LORE ITEM|NO DROP
Magician,Head,Reagent Conservation II,Crown of Leaves,https://eqlwiki.com/Crown_of_Leaves,1,,,,
Magician,Head,Reagent Conservation II,Fine Silk Turban,https://eqlwiki.com/Fine_Silk_Turban,10,,,,MAGIC ITEM
Magician,Head,Reagent Conservation II,Savant's Cap,https://eqlwiki.com/Savant's_Cap,2,,,,MAGIC ITEM
Magician,Head,Reanimation Efficiency II,Runed Cowl,https://eqlwiki.com/Runed_Cowl,2,,,Classic Era,MAGIC ITEM
Magician,Head,Reanimation Haste I,Nightshade Wreath,https://eqlwiki.com/Nightshade_Wreath,1,,,,MAGIC ITEM
Magician,Legs,Reagent Conservation I,Drake-hide Leggings,https://eqlwiki.com/Drake-hide_Leggings,5,,,,MAGIC ITEM
Magician,Legs,Reanimation Haste II,Ishva Mas Leggings,https://eqlwiki.com/Ishva_Mas_Leggings,5,,,Classic Era,ATTUNABLE|EQUIPPED|LORE
Magician,Neck,Affliction Efficiency II,White Gold Necklace,https://eqlwiki.com/White_Gold_Necklace,,,,,MAGIC ITEM
Magician,Neck,Affliction Haste II,Chrysoberyl Talisman,https://eqlwiki.com/Chrysoberyl_Talisman,5,,20,,MAGIC ITEM|LORE ITEM
